name	length	true_count
ENST00000457511.4	7436	0
ENST00000251041.7	3474	0
ENST00000357550.3	6779	0
ENST00000375856.4	8138	0
ENST00000375820.6	6532	0
ENST00000543140.3	2547	0
ENST00000615732.1	1077	0
ENST00000400163.4	491	0
ENST00000360467.5	6281	0
ENST00000617564.1	868	0
ENST00000267328.4	1518	0
ENST00000424185.4	2311	0
ENST00000458711.4	2598	0
ENST00000309957.2	2659	0
ENST00000257347.6	1879	18
ENST00000487253.4	844	0
ENST00000620794.1	668	0
ENST00000537743.1	466	0
ENST00000539269.3	795	0
ENST00000542709.3	572	0
ENST00000537394.3	720	0
ENST00000338450.7	1189	0
ENST00000333219.8	5119	0
ENST00000375775.3	1074	0
ENST00000375774.3	2870	0
ENST00000464141.1	340	0
ENST00000267339.4	2495	30
ENST00000603993.1	704	0
ENST00000310847.6	1193	0
ENST00000465753.1	997	0
ENST00000317133.7	4361	0
ENST00000375739.4	5375	0
ENST00000375741.4	5525	0
ENST00000449979.3	682	0
ENST00000491775.3	581	0
ENST00000466143.3	1681	0
ENST00000469877.3	1501	0
ENST00000218789.7	5233	0
ENST00000375736.6	5032	21
ENST00000467053.3	691	0
ENST00000426073.4	4921	48
ENST00000426768.2	481	0
ENST00000375723.3	4957	0
ENST00000478679.3	1833	0
ENST00000544132.2	766	0
ENST00000497241.3	835	0
ENST00000283547.1	709	0
ENST00000330949.2	2842	0
ENST00000283550.5	795	0
ENST00000414180.3	699	0
ENST00000443541.3	464	0
ENST00000375699.3	807	0
ENST00000261965.5	3899	0
ENST00000375669.5	2723	0
ENST00000611152.1	1508	0
ENST00000464139.3	2461	0
ENST00000618439.1	2451	0
ENST00000356049.1	2241	0
ENST00000487903.3	8858	0
ENST00000375645.5	8795	0
ENST00000375630.4	8768	20
ENST00000418678.3	3163	0
ENST00000471555.3	5786	0
ENST00000610419.1	885	0
ENST00000419631.1	2446	0
ENST00000415301.1	550	0
ENST00000375608.5	3648	0
ENST00000397036.3	1544	0
ENST00000442625.1	2710	0
ENST00000397030.3	6580	0
ENST00000535094.4	3752	0
ENST00000421756.3	3560	0
ENST00000433807.3	557	0
ENST00000409954.4	574	0
ENST00000375604.4	6445	0
ENST00000375597.6	3413	0
ENST00000397024.1	490	0
ENST00000486806.1	361	0
ENST00000473345.3	399	0
ENST00000397021.3	576	0
ENST00000423251.1	734	0
ENST00000397017.4	3903	0
ENST00000413354.3	952	0
ENST00000261963.9	2419	0
ENST00000453297.3	1819	0
ENST00000439475.1	453	0
ENST00000420013.3	566	0
ENST00000441756.1	370	0
ENST00000541084.3	2873	0
ENST00000346342.5	2409	0
ENST00000375581.3	3109	0
ENST00000444337.1	564	0
ENST00000409306.3	1450	0
ENST00000375551.5	1509	0
ENST00000375559.5	1517	0
ENST00000410083.4	1211	0
ENST00000375547.4	1488	0
ENST00000342783.4	1551	0
ENST00000622406.2	1937	0
ENST00000337344.6	1898	23
ENST00000375477.3	1654	0
ENST00000375479.4	1671	0
ENST00000375459.3	1668	0
ENST00000246505.7	1786	0
ENST00000375457.2	2372	0
ENST00000375441.5	4037	0
ENST00000326335.6	3705	0
ENST00000451881.3	3724	42
ENST00000617546.2	5666	0
ENST00000375440.6	2364	0
ENST00000488558.2	1111	0
ENST00000332556.4	2699	58
ENST00000620217.2	1073	0
ENST00000375431.6	1384	0
ENST00000375430.6	1834	0
ENST00000326039.3	1294	0
ENST00000356501.6	1877	0
ENST00000375418.5	1341	0
ENST00000413169.2	839	0
ENST00000375403.4	3164	0
ENST00000332592.5	2626	0
ENST00000478244.3	2045	0
ENST00000438545.4	1025	0
ENST00000465938.3	578	0
ENST00000496873.1	499	0
ENST00000439909.2	562	0
ENST00000465710.1	460	0
ENST00000434316.4	3050	24
ENST00000375391.3	2132	0
ENST00000474393.3	2843	0
ENST00000473287.1	459	0
ENST00000462877.3	491	0
ENST00000622371.1	2822	0
ENST00000620021.2	3542	0
ENST00000619336.1	575	0
ENST00000375370.7	2648	122
ENST00000544902.3	1571	0
ENST00000408980.4	866	0
ENST00000453989.2	792	0
ENST00000335288.4	1488	0
ENST00000335678.6	4296	0
ENST00000488362.3	694	0
ENST00000375353.4	6100	0
ENST00000327773.6	2490	0
ENST00000334062.7	4191	14
ENST00000360383.5	2211	0
ENST00000356221.5	2203	18
ENST00000375310.3	2156	0
ENST00000252457.7	2034	0
ENST00000375308.3	2034	0
ENST00000252458.6	1991	0
ENST00000375299.5	2387	0
ENST00000492270.1	494	0
ENST00000351487.5	2235	0
ENST00000361283.2	3795	36
ENST00000463003.1	596	0
ENST00000550708.1	1085	0
ENST00000552966.3	2073	0
ENST00000547889.3	1817	0
ENST00000616847.1	1975	0
ENST00000624585.1	2748	0
ENST00000547848.3	2204	0
ENST00000622767.2	1975	0
ENST00000547722.1	2073	0
ENST00000556246.2	985	0
ENST00000557414.1	565	0
ENST00000557677.1	522	0
ENST00000315947.1	924	0
ENST00000331723.1	942	0
ENST00000315957.4	1116	0
ENST00000298642.2	1078	0
ENST00000315915.4	1078	0
ENST00000285600.4	1076	0
ENST00000305051.5	1216	0
ENST00000622436.1	921	0
ENST00000305045.2	934	0
ENST00000315693.2	917	0
ENST00000315683.1	939	0
ENST00000315543.4	1032	0
ENST00000333629.1	927	0
ENST00000357366.3	1111	0
ENST00000315519.2	1174	0
ENST00000315409.2	1082	0
ENST00000258821.5	4779	0
ENST00000383029.5	1742	0
ENST00000553828.1	748	0
ENST00000398160.4	1613	0
ENST00000353689.6	1305	0
ENST00000437553.4	1686	0
ENST00000398169.5	1631	0
ENST00000358932.6	1479	33
ENST00000398163.4	1604	0
ENST00000554184.3	513	0
ENST00000556854.3	1294	0
ENST00000557665.3	1331	0
ENST00000554047.1	755	0
ENST00000556563.3	646	0
ENST00000553291.3	392	0
ENST00000429687.5	1881	14
ENST00000250416.7	1886	0
ENST00000529465.4	717	0
ENST00000527915.3	1980	0
ENST00000539930.1	635	0
ENST00000553365.3	2967	0
ENST00000262715.7	10695	30
ENST00000555008.3	6697	0
ENST00000555727.3	7832	0
ENST00000556935.3	7643	0
ENST00000553984.1	602	0
ENST00000557314.3	2698	0
ENST00000556488.3	1055	0
ENST00000471684.2	732	0
ENST00000556549.1	581	0
ENST00000344581.4	1863	0
ENST00000555656.3	3258	0
ENST00000206542.6	2002	0
ENST00000554249.3	987	0
ENST00000555223.3	777	0
ENST00000555785.1	464	0
ENST00000553640.3	578	0
ENST00000488532.2	682	0
ENST00000555414.3	1437	21
ENST00000216714.5	1484	73
ENST00000553681.3	899	0
ENST00000557344.3	671	0
ENST00000398030.6	1387	0
ENST00000554325.1	568	0
ENST00000557181.3	566	0
ENST00000555839.3	952	0
ENST00000553368.1	304	0
ENST00000556054.3	773	0
ENST00000557054.1	888	0
ENST00000557592.3	640	0
ENST00000557150.3	740	0
ENST00000438886.1	451	0
ENST00000250489.6	1961	0
ENST00000553460.3	811	0
ENST00000398020.6	1696	0
ENST00000554028.1	1118	0
ENST00000556093.1	277	0
ENST00000553418.3	557	0
ENST00000361505.7	1509	34
ENST00000553591.1	770	0
ENST00000554065.1	554	0
ENST00000430083.1	1172	0
ENST00000328444.5	717	0
ENST00000338904.5	1049	0
ENST00000554964.3	1101	0
ENST00000555230.3	2668	0
ENST00000557068.3	2703	0
ENST00000404716.5	1247	0
ENST00000556208.3	1212	0
ENST00000553541.3	1136	0
ENST00000429244.4	1084	0
ENST00000553706.3	1172	0
ENST00000557209.1	1137	0
ENST00000611135.1	1108	0
ENST00000335950.6	2046	0
ENST00000610205.2	1764	0
ENST00000555283.1	578	0
ENST00000553849.1	1101	0
ENST00000555841.3	886	0
ENST00000398009.4	1034	0
ENST00000620912.2	883	0
ENST00000398008.4	872	0
ENST00000432835.4	946	0
ENST00000443456.4	850	0
ENST00000557503.3	681	0
ENST00000557105.3	703	0
ENST00000413502.1	791	0
ENST00000554842.1	527	0
ENST00000556526.1	631	0
ENST00000320704.3	996	0
ENST00000555835.2	2520	0
ENST00000397995.2	853	0
ENST00000555597.1	1341	0
ENST00000336811.8	1222	0
ENST00000397990.4	742	0
ENST00000553909.1	1498	0
ENST00000618864.1	584	0
ENST00000326842.2	927	0
ENST00000326783.3	896	0
ENST00000304677.2	1061	0
ENST00000397967.4	1348	0
ENST00000340900.3	878	0
ENST00000412779.2	896	0
ENST00000555698.3	655	0
ENST00000397970.4	769	0
ENST00000304639.3	720	0
ENST00000304625.2	755	0
ENST00000339374.8	1749	0
ENST00000382985.6	1586	0
ENST00000556670.4	1500	0
ENST00000555640.4	2887	0
ENST00000555533.4	1605	0
ENST00000553564.3	900	0
ENST00000557550.4	1529	0
ENST00000554751.3	556	0
ENST00000554283.1	568	0
ENST00000555670.1	803	0
ENST00000556733.1	510	0
ENST00000554422.3	1259	0
ENST00000298681.4	1379	0
ENST00000298687.7	2122	0
ENST00000350792.5	2127	0
ENST00000397858.3	2054	0
ENST00000557633.3	527	0
ENST00000554104.3	2146	0
ENST00000555158.3	2216	0
ENST00000553503.3	2162	0
ENST00000397853.5	2079	0
ENST00000360463.5	2047	0
ENST00000556147.3	2880	0
ENST00000557353.3	1919	0
ENST00000554143.3	1980	0
ENST00000397851.4	2022	0
ENST00000397847.4	2084	0
ENST00000298684.7	1784	0
ENST00000397844.4	2096	0
ENST00000403829.5	1500	0
ENST00000397856.5	1309	0
ENST00000553593.3	978	0
ENST00000556008.3	1051	0
ENST00000556366.3	772	0
ENST00000556974.3	1012	0
ENST00000555026.3	1162	0
ENST00000553867.3	848	0
ENST00000449431.4	545	0
ENST00000557169.3	851	0
ENST00000555695.3	823	0
ENST00000555869.3	871	0
ENST00000557182.3	559	0
ENST00000555733.3	924	0
ENST00000555384.3	775	0
ENST00000554094.3	595	0
ENST00000553442.3	639	0
ENST00000556420.3	671	0
ENST00000553784.3	943	0
ENST00000557149.3	583	0
ENST00000555142.3	609	0
ENST00000555767.3	560	0
ENST00000554531.3	669	0
ENST00000557264.3	593	0
ENST00000557676.3	633	0
ENST00000556924.3	603	0
ENST00000556329.4	609	0
ENST00000554379.3	553	0
ENST00000554398.3	565	0
ENST00000554472.3	587	0
ENST00000554483.3	561	0
ENST00000555657.3	578	0
ENST00000557616.3	579	0
ENST00000557274.3	571	0
ENST00000556457.3	635	0
ENST00000556688.3	583	0
ENST00000554561.3	632	0
ENST00000554419.3	583	0
ENST00000553563.3	531	0
ENST00000554489.3	573	0
ENST00000556561.3	580	0
ENST00000554893.3	578	0
ENST00000554833.3	571	0
ENST00000554415.3	554	0
ENST00000321760.8	752	0
ENST00000460647.4	568	0
ENST00000530140.4	703	0
ENST00000472458.3	514	0
ENST00000481535.3	457	0
ENST00000495665.2	687	0
ENST00000555751.1	488	0
ENST00000382951.3	1607	0
ENST00000298690.4	1498	0
ENST00000481538.1	922	0
ENST00000308227.2	634	0
ENST00000298694.6	5919	0
ENST00000555038.3	1796	0
ENST00000556399.3	4902	0
ENST00000553709.3	5204	0
ENST00000360947.5	3071	0
ENST00000451119.4	2918	0
ENST00000421093.4	2908	0
ENST00000555270.3	798	0
ENST00000554478.3	545	0
ENST00000556174.3	546	0
ENST00000554923.1	567	0
ENST00000553296.1	560	0
ENST00000553980.1	576	0
ENST00000555697.1	654	0
ENST00000418511.4	1526	0
ENST00000554329.4	786	0
ENST00000556585.2	1236	0
ENST00000304418.4	1199	0
ENST00000336053.8	3301	58
ENST00000554969.3	1924	16
ENST00000556142.3	1589	0
ENST00000554455.3	1784	88
ENST00000430246.4	4501	0
ENST00000449098.3	1599	0
ENST00000553753.3	1790	0
ENST00000555914.3	1658	54
ENST00000555309.3	1714	0
ENST00000557442.3	1308	0
ENST00000556628.3	1156	0
ENST00000555883.3	1182	0
ENST00000556513.3	1403	0
ENST00000557201.3	1371	59
ENST00000553300.3	1375	330
ENST00000556897.3	1252	0
ENST00000420743.4	1559	0
ENST00000557157.3	698	0
ENST00000554539.3	748	0
ENST00000554383.3	1039	0
ENST00000555215.3	781	0
ENST00000555137.3	789	0
ENST00000554891.3	644	0
ENST00000556226.3	629	0
ENST00000555176.3	531	0
ENST00000557336.1	580	0
ENST00000557768.1	599	0
ENST00000556336.3	2955	0
ENST00000557771.3	3870	0
ENST00000400017.4	3940	0
ENST00000382933.6	2004	0
ENST00000557351.1	566	0
ENST00000555322.3	2373	0
ENST00000555587.3	2371	0
ENST00000554303.1	429	0
ENST00000555489.3	2139	0
ENST00000557606.1	402	0
ENST00000216297.4	4684	155
ENST00000556309.3	582	0
ENST00000557652.1	877	0
ENST00000555943.1	915	0
ENST00000430710.5	7420	27
ENST00000399982.4	8229	15
ENST00000557364.3	8137	0
ENST00000553870.1	679	0
ENST00000555935.1	2617	0
ENST00000553283.1	543	0
ENST00000553622.3	633	0
ENST00000397762.3	2928	22
ENST00000622293.2	1987	0
ENST00000417141.3	559	0
ENST00000416256.3	724	0
ENST00000613569.2	4711	0
ENST00000448790.4	4534	35
ENST00000455393.3	2000	23
ENST00000447695.3	633	0
ENST00000457430.2	565	0
ENST00000455138.1	549	0
ENST00000539760.3	1462	0
ENST00000298717.6	2015	26
ENST00000537163.3	2030	0
ENST00000543235.3	2124	0
ENST00000544248.1	1570	0
ENST00000377543.3	563	0
ENST00000614342.1	4942	0
ENST00000613414.2	1566	0
ENST00000611430.2	1466	0
ENST00000546363.3	3094	0
ENST00000450879.2	3178	0
ENST00000537235.1	659	0
ENST00000541965.1	553	0
ENST00000303532.1	942	0
ENST00000542354.1	392	0
ENST00000542433.1	1105	0
ENST00000390423.2	402	0
ENST00000408935.1	942	0
ENST00000390424.2	348	0
ENST00000390425.2	519	0
ENST00000390426.2	395	0
ENST00000390427.3	352	0
ENST00000390428.3	404	0
ENST00000390429.3	337	0
ENST00000390430.2	473	0
ENST00000390431.3	338	0
ENST00000390432.2	379	0
ENST00000390433.1	340	0
ENST00000390434.3	566	0
ENST00000390435.1	341	0
ENST00000390436.2	360	0
ENST00000390437.2	445	0
ENST00000390438.2	469	0
ENST00000390439.2	410	0
ENST00000390440.2	425	0
ENST00000390441.2	394	0
ENST00000390442.3	399	0
ENST00000390443.3	561	0
ENST00000390444.1	329	0
ENST00000390445.2	484	0
ENST00000390446.3	440	0
ENST00000390447.3	467	0
ENST00000390448.3	406	0
ENST00000390449.3	343	0
ENST00000390450.3	464	0
ENST00000390451.2	409	0
ENST00000390452.2	365	0
ENST00000621643.1	102	0
ENST00000390453.1	343	0
ENST00000390454.2	403	0
ENST00000390455.3	537	0
ENST00000390456.3	341	0
ENST00000390457.2	425	0
ENST00000390458.3	469	0
ENST00000557168.1	337	0
ENST00000390460.1	327	0
ENST00000390461.2	349	0
ENST00000390463.3	356	0
ENST00000390464.2	353	0
ENST00000390465.2	395	0
ENST00000618259.2	1415	0
ENST00000613353.2	822	0
ENST00000611204.2	1226	0
ENST00000616778.2	1147	0
ENST00000611116.1	976	44
ENST00000390466.1	331	0
ENST00000390467.3	317	0
ENST00000390468.1	336	0
ENST00000390469.2	520	0
ENST00000617343.2	885	0
ENST00000390477.2	720	0
ENST00000390473.1	51	0
ENST00000390474.1	48	0
ENST00000390475.1	54	0
ENST00000390476.1	59	0
ENST00000535880.2	425	0
ENST00000390479.2	60	0
ENST00000390480.2	54	0
ENST00000390482.1	63	0
ENST00000390483.1	62	0
ENST00000390484.1	60	0
ENST00000390485.1	66	0
ENST00000390486.1	69	0
ENST00000390487.1	60	0
ENST00000390488.1	56	0
ENST00000390489.1	63	0
ENST00000390490.1	57	0
ENST00000390491.1	63	0
ENST00000390492.1	66	0
ENST00000390493.1	63	0
ENST00000390494.1	54	0
ENST00000390495.1	66	0
ENST00000390496.1	62	0
ENST00000390497.1	61	0
ENST00000390498.1	63	0
ENST00000390499.1	62	0
ENST00000612375.1	65	0
ENST00000614481.1	58	0
ENST00000390502.1	59	0
ENST00000390503.1	58	0
ENST00000390504.1	57	0
ENST00000390505.1	66	0
ENST00000390506.1	57	0
ENST00000390507.1	57	0
ENST00000390508.1	60	0
ENST00000390509.1	66	0
ENST00000390510.1	59	0
ENST00000390511.1	60	0
ENST00000390512.2	60	0
ENST00000390513.1	63	0
ENST00000390514.1	63	0
ENST00000390515.1	63	0
ENST00000390516.1	55	0
ENST00000390517.1	57	0
ENST00000390518.1	60	0
ENST00000390519.1	66	0
ENST00000390520.1	63	0
ENST00000390521.1	60	0
ENST00000390523.1	52	0
ENST00000390524.1	63	0
ENST00000390525.1	60	0
ENST00000390526.1	60	0
ENST00000390527.1	64	0
ENST00000390528.1	61	0
ENST00000390530.1	59	0
ENST00000390531.1	62	0
ENST00000390532.1	60	0
ENST00000390533.1	63	0
ENST00000390534.1	62	0
ENST00000390535.2	66	0
ENST00000390536.2	62	0
ENST00000250498.6	731	74
ENST00000535847.1	591	0
ENST00000538631.1	441	0
ENST00000543337.1	501	0
ENST00000428304.4	3366	22
ENST00000537243.3	550	0
ENST00000542041.1	465	0
ENST00000216327.8	716	0
ENST00000418446.4	1003	0
ENST00000545034.3	185	0
ENST00000541962.1	662	0
ENST00000540461.1	1044	0
ENST00000623775.1	375	0
ENST00000612549.2	2971	0
ENST00000285848.7	1719	0
ENST00000604262.3	1571	138
ENST00000442110.3	691	0
ENST00000431881.4	889	0
ENST00000412791.3	1440	0
ENST00000358043.5	1750	0
ENST00000285850.9	2263	0
ENST00000555702.3	2272	0
ENST00000397532.5	2447	0
ENST00000556287.3	3017	0
ENST00000397529.4	2094	0
ENST00000397528.6	2098	0
ENST00000554517.3	1158	0
ENST00000556350.1	505	0
ENST00000554758.1	720	0
ENST00000488800.3	847	0
ENST00000555251.1	519	0
ENST00000557629.3	569	0
ENST00000555911.1	596	0
ENST00000557129.3	572	0
ENST00000554741.3	741	0
ENST00000555959.1	476	0
ENST00000355151.7	1118	0
ENST00000397496.5	1111	0
ENST00000555345.3	895	0
ENST00000432849.5	411	0
ENST00000553711.3	586	0
ENST00000556465.3	220	0
ENST00000397505.2	333	0
ENST00000557221.1	922	0
ENST00000311892.8	1042	0
ENST00000556840.3	398	0
ENST00000555536.1	451	0
ENST00000311852.8	3732	0
ENST00000547279.1	412	0
ENST00000548761.1	582	0
ENST00000359591.6	6886	43
ENST00000546834.3	1780	17
ENST00000551466.1	2566	0
ENST00000267396.6	1923	0
ENST00000536884.1	1331	0
ENST00000555209.3	2278	0
ENST00000359890.5	2601	0
ENST00000399922.4	2430	20
ENST00000346528.7	2361	0
ENST00000542016.4	1743	0
ENST00000553884.3	808	0
ENST00000557245.1	387	0
ENST00000557403.3	826	0
ENST00000555722.3	602	0
ENST00000557227.3	552	0
ENST00000554256.3	581	0
ENST00000557549.3	582	0
ENST00000555676.3	583	0
ENST00000557571.3	573	0
ENST00000556862.3	569	0
ENST00000557464.3	457	0
ENST00000554618.3	588	0
ENST00000553876.2	267	0
ENST00000555691.1	571	0
ENST00000324366.10	2531	30
ENST00000397441.4	2418	0
ENST00000557443.3	337	0
ENST00000397440.6	1907	0
ENST00000216350.10	2271	0
ENST00000555454.3	771	0
ENST00000454731.4	617	0
ENST00000553915.3	1931	0
ENST00000553897.3	1857	0
ENST00000553502.3	414	0
ENST00000555530.3	837	0
ENST00000556043.3	603	0
ENST00000553550.3	580	0
ENST00000553787.3	579	0
ENST00000554867.3	555	0
ENST00000557415.3	584	0
ENST00000556616.3	571	0
ENST00000554910.3	577	0
ENST00000421938.2	565	0
ENST00000490506.3	1447	0
ENST00000206474.9	1642	0
ENST00000541587.3	1637	15
ENST00000342454.10	1474	0
ENST00000347758.4	1428	0
ENST00000555367.3	1454	0
ENST00000555986.3	1626	0
ENST00000553859.3	602	0
ENST00000555040.3	1107	0
ENST00000556915.3	578	0
ENST00000554516.3	983	0
ENST00000557591.3	582	0
ENST00000553420.1	473	0
ENST00000554406.1	652	0
ENST00000555074.1	835	0
ENST00000262713.4	4262	0
ENST00000397388.5	2648	0
ENST00000361265.6	2569	0
ENST00000553592.3	418	0
ENST00000556731.3	651	0
ENST00000553911.1	567	0
ENST00000553736.1	751	0
ENST00000299088.8	3354	0
ENST00000341470.6	2221	0
ENST00000397379.5	1949	0
ENST00000397382.6	1986	0
ENST00000397377.3	1776	0
ENST00000397376.4	861	0
ENST00000397380.4	899	0
ENST00000553675.3	852	0
ENST00000553931.3	585	0
ENST00000555575.3	568	0
ENST00000553958.3	588	0
ENST00000555098.3	618	0
ENST00000555998.3	571	0
ENST00000556419.3	499	0
ENST00000553606.3	467	0
ENST00000554179.3	441	0
ENST00000555895.3	444	0
ENST00000361611.8	1294	29
ENST00000493471.2	1117	0
ENST00000460922.2	729	0
ENST00000425762.2	900	0
ENST00000334454.10	796	0
ENST00000408907.3	2110	0
ENST00000397359.5	3552	0
ENST00000487137.4	3438	0
ENST00000610348.1	2037	0
ENST00000554034.3	2759	0
ENST00000267383.5	2873	0
ENST00000557515.3	2751	0
ENST00000473758.3	3540	0
ENST00000338631.8	2445	0
ENST00000357481.4	2563	0
ENST00000605057.3	4474	41
ENST00000262710.3	4935	0
ENST00000457657.3	4815	0
ENST00000397341.5	2738	0
ENST00000555053.3	4173	0
ENST00000555566.1	734	0
ENST00000555352.2	579	0
ENST00000319074.5	3660	17
ENST00000554203.1	725	0
ENST00000206513.5	1554	0
ENST00000339733.7	3066	0
ENST00000316902.9	4216	0
ENST00000422941.4	3018	0
ENST00000469263.3	3557	0
ENST00000617478.2	4227	0
ENST00000453702.3	1752	0
ENST00000529705.4	1819	0
ENST00000528860.3	1499	0
ENST00000621729.2	1371	0
ENST00000618208.1	2267	0
ENST00000524758.1	536	0
ENST00000525062.1	658	0
ENST00000399910.3	1670	0
ENST00000492621.3	484	0
ENST00000430154.4	903	0
ENST00000399905.3	1071	0
ENST00000470456.1	226	0
ENST00000357460.6	4971	0
ENST00000561013.2	3337	0
ENST00000606731.2	972	0
ENST00000452015.6	4773	0
ENST00000558058.3	3222	0
ENST00000559314.3	2351	0
ENST00000560913.1	932	0
ENST00000559942.3	1187	0
ENST00000561437.1	690	0
ENST00000553824.3	548	0
ENST00000250405.7	3605	0
ENST00000557236.3	631	0
ENST00000557579.1	596	0
ENST00000554635.1	545	0
ENST00000556599.1	548	0
ENST00000553781.3	1241	0
ENST00000557008.2	1366	0
ENST00000216727.6	2001	63
ENST00000397276.4	2768	0
ENST00000556821.3	1220	0
ENST00000557702.3	778	0
ENST00000555295.1	406	0
ENST00000354772.5	2409	0
ENST00000397260.5	2245	0
ENST00000397267.3	2455	0
ENST00000206544.8	2284	0
ENST00000216733.5	3118	0
ENST00000429593.4	2610	0
ENST00000351354.3	2704	0
ENST00000397242.2	744	0
ENST00000329715.2	1315	0
ENST00000359320.5	1200	0
ENST00000339180.6	1173	0
ENST00000342473.6	725	0
ENST00000397227.5	818	0
ENST00000555731.3	831	0
ENST00000382809.2	378	0
ENST00000405093.5	5941	0
ENST00000356287.3	5871	0
ENST00000355349.3	6087	0
ENST00000408901.5	1143	13
ENST00000397154.5	2185	0
ENST00000555128.3	786	0
ENST00000556483.3	838	0
ENST00000556580.3	629	0
ENST00000556699.1	725	0
ENST00000419474.4	9182	0
ENST00000615307.1	1972	0
ENST00000412565.2	1603	0
ENST00000555334.1	949	0
ENST00000404535.3	1779	0
ENST00000288014.6	2860	0
ENST00000557630.1	581	0
ENST00000556015.3	535	0
ENST00000554970.1	569	0
ENST00000554789.1	1595	0
ENST00000556545.1	339	0
ENST00000308724.7	3298	0
ENST00000397120.5	2609	29
ENST00000554477.1	592	0
ENST00000557162.1	561	0
ENST00000556943.3	747	0
ENST00000557189.3	678	0
ENST00000553756.1	656	0
ENST00000556843.1	562	0
ENST00000356300.6	4278	0
ENST00000622501.2	3489	0
ENST00000397118.5	4386	0
ENST00000544177.1	1124	0
ENST00000432832.4	834	0
ENST00000250383.8	1705	0
ENST00000344777.9	1678	0
ENST00000611765.2	1287	0
ENST00000557535.3	927	0
ENST00000553600.1	844	0
ENST00000313250.7	1443	0
ENST00000558263.3	1089	0
ENST00000543741.4	1340	0
ENST00000397075.5	727	0
ENST00000397074.5	785	0
ENST00000559632.3	1003	0
ENST00000558581.3	1143	0
ENST00000559975.1	699	0
ENST00000534993.3	1450	0
ENST00000543805.3	1334	0
ENST00000545240.3	896	0
ENST00000621761.2	1049	0
ENST00000397071.3	1117	0
ENST00000559411.3	854	0
ENST00000335125.8	1370	0
ENST00000558753.3	556	0
ENST00000537912.3	918	0
ENST00000382755.6	1234	0
ENST00000559387.3	574	0
ENST00000560276.1	413	0
ENST00000342740.5	4597	0
ENST00000397016.4	2235	0
ENST00000537691.3	2233	0
ENST00000560356.3	733	0
ENST00000558450.3	591	0
ENST00000559778.3	543	0
ENST00000560761.3	657	0
ENST00000557889.1	453	0
ENST00000558541.3	964	0
ENST00000558859.3	590	0
ENST00000559197.3	573	0
ENST00000560828.3	589	0
ENST00000560884.3	575	0
ENST00000558795.1	1226	0
ENST00000559207.1	570	0
ENST00000397002.4	1976	0
ENST00000561028.3	2103	0
ENST00000396997.1	1517	0
ENST00000560550.1	788	0
ENST00000396995.1	810	0
ENST00000558280.1	737	0
ENST00000559250.3	1804	0
ENST00000216780.6	2357	33
ENST00000560736.3	897	0
ENST00000396973.6	1830	0
ENST00000559837.3	756	0
ENST00000560106.3	782	0
ENST00000545054.4	2505	0
ENST00000561286.3	2012	0
ENST00000559584.3	666	0
ENST00000558096.3	2433	0
ENST00000559503.1	826	0
ENST00000559171.1	508	0
ENST00000559017.3	849	0
ENST00000559115.3	2711	0
ENST00000558215.3	581	0
ENST00000557810.3	947	0
ENST00000561375.3	748	0
ENST00000446197.5	4299	0
ENST00000557802.3	4202	0
ENST00000559796.3	476	0
ENST00000560713.3	543	0
ENST00000560901.3	603	0
ENST00000559382.3	549	0
ENST00000561001.3	545	0
ENST00000559396.3	300	0
ENST00000560457.3	578	0
ENST00000558706.3	641	0
ENST00000560614.3	547	0
ENST00000558638.3	581	0
ENST00000561041.3	570	0
ENST00000559288.3	575	0
ENST00000326009.7	2570	14
ENST00000558408.1	592	0
ENST00000557888.3	552	0
ENST00000559354.3	547	0
ENST00000560459.3	587	0
ENST00000559593.3	575	0
ENST00000558914.3	2342	0
ENST00000396941.6	2402	0
ENST00000559451.3	659	0
ENST00000396936.3	2469	0
ENST00000559144.1	1011	0
ENST00000558325.2	850	0
ENST00000267426.5	1194	0
ENST00000559294.1	800	0
ENST00000206451.8	1006	144
ENST00000559123.3	1033	0
ENST00000382708.5	1136	0
ENST00000561435.3	945	0
ENST00000558112.1	651	0
ENST00000560403.3	872	0
ENST00000419198.4	953	0
ENST00000216799.6	835	0
ENST00000560600.1	771	0
ENST00000560410.3	755	25
ENST00000216802.7	1404	0
ENST00000615264.2	874	52
ENST00000558273.3	1502	0
ENST00000560370.1	620	40
ENST00000559056.3	512	0
ENST00000560875.1	550	0
ENST00000559308.3	559	0
ENST00000559533.3	889	0
ENST00000557991.3	578	0
ENST00000560071.3	576	0
ENST00000559275.3	3198	0
ENST00000324103.8	3627	20
ENST00000559260.3	551	0
ENST00000491351.3	1804	0
ENST00000558907.3	777	0
ENST00000560787.3	2834	0
ENST00000560754.1	606	0
ENST00000559449.3	808	0
ENST00000483895.3	660	0
ENST00000559719.1	579	0
ENST00000558468.1	4798	0
ENST00000396864.5	1838	34
ENST00000557894.3	1391	0
ENST00000561342.3	1066	0
ENST00000559284.3	583	0
ENST00000560275.3	841	0
ENST00000560852.1	731	0
ENST00000324076.4	658	0
ENST00000620473.2	2405	0
ENST00000557806.3	635	0
ENST00000611366.2	2331	0
ENST00000560501.1	653	0
ENST00000559797.1	1007	0
ENST00000354464.8	3646	39
ENST00000561462.3	1864	0
ENST00000558780.3	3540	0
ENST00000558046.3	3440	0
ENST00000560155.3	3485	0
ENST00000558233.1	1015	0
ENST00000559253.1	579	0
ENST00000561034.1	535	0
